CVD_ID,Date_Published,Date_Modified,Vendor,Product,Attack_Vector,Attack_Complexity,User_Interaction,Privileges_Required,Confidentiality_Impact,Integrity_Impact,Availability_Impact
CVE-2018-2627,2018-01-18T02:29Z,2018-05-17T01:29Z,oracle,jdk,LOCAL,HIGH,REQUIRED,LOW,HIGH,HIGH,HIGH
CVE-2018-2628,2018-04-19T02:29Z,2018-08-15T10:29Z,oracle,weblogic_server,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH
CVE-2018-2629,2018-01-18T02:29Z,2018-06-09T01:29Z,oracle,jdk,NETWORK,HIGH,REQUIRED,NONE,NONE,HIGH,NONE
CVE-2018-2630,2018-01-18T02:29Z,2018-01-26T13:20Z,oracle,flexcube_universal_banking,NETWORK,LOW,NONE,LOW,LOW,LOW,NONE
CVE-2018-2631,2018-01-18T02:29Z,2018-01-26T13:35Z,oracle,transportation_management,NETWORK,LOW,NONE,LOW,LOW,NONE,NONE
CVE-2018-2632,2018-01-18T02:29Z,2018-01-26T13:35Z,oracle,siebel_engineering-installer_and_deployment,NETWORK,LOW,NONE,LOW,LOW,NONE,NONE
CVE-2018-2633,2018-01-18T02:29Z,2018-06-09T01:29Z,oracle,jdk,NETWORK,HIGH,REQUIRED,NONE,HIGH,HIGH,HIGH
CVE-2018-2634,2018-01-18T02:29Z,2018-06-09T01:29Z,oracle,jdk,NETWORK,HIGH,NONE,NONE,HIGH,NONE,NONE
CVE-2018-2635,2018-01-18T02:29Z,2018-01-25T14:05Z,oracle,e-business_suite,NETWORK,HIGH,NONE,NONE,LOW,LOW,NONE
CVE-2018-2636,2018-01-18T02:29Z,2018-03-16T01:29Z,oracle,hospitality_simphony,NETWORK,HIGH,NONE,NONE,HIGH,HIGH,HIGH
CVE-2018-2637,2018-01-18T02:29Z,2018-06-09T01:29Z,oracle,jdk,NETWORK,HIGH,NONE,NONE,HIGH,HIGH,NONE
CVE-2018-2638,2018-01-18T02:29Z,2018-05-17T01:29Z,oracle,jdk,NETWORK,HIGH,REQUIRED,NONE,HIGH,HIGH,HIGH
CVE-2018-2639,2018-01-18T02:29Z,2018-05-17T01:29Z,oracle,jdk,NETWORK,HIGH,REQUIRED,NONE,HIGH,HIGH,HIGH
CVE-2018-2640,2018-01-18T02:29Z,2018-08-17T10:29Z,oracle,mysql,NETWORK,LOW,NONE,LOW,NONE,NONE,HIGH
CVE-2018-2641,2018-01-18T02:29Z,2018-06-09T01:29Z,oracle,jdk,NETWORK,HIGH,REQUIRED,NONE,NONE,HIGH,NONE
CVE-2018-2642,2018-01-18T02:29Z,2018-02-14T14:33Z,oracle,argus_safety,NETWORK,LOW,REQUIRED,LOW,LOW,LOW,LOW
CVE-2018-2643,2018-01-18T02:29Z,2018-02-14T14:34Z,oracle,argus_safety,NETWORK,LOW,NONE,LOW,LOW,LOW,NONE
CVE-2018-2644,2018-01-18T02:29Z,2018-02-14T14:34Z,oracle,argus_safety,NETWORK,LOW,REQUIRED,NONE,LOW,LOW,NONE
CVE-2018-2645,2018-01-18T02:29Z,2018-03-28T01:29Z,oracle,mysql,NETWORK,LOW,NONE,HIGH,HIGH,NONE,NONE
CVE-2018-2646,2018-01-18T02:29Z,2018-03-28T01:29Z,oracle,mysql,NETWORK,LOW,NONE,HIGH,NONE,NONE,HIGH
CVE-2018-2647,2018-01-18T02:29Z,2018-03-28T01:29Z,oracle,mysql,NETWORK,LOW,NONE,HIGH,NONE,LOW,HIGH
CVE-2018-2648,2018-01-18T02:29Z,2018-01-25T14:38Z,oracle,flexcube_universal_banking,NETWORK,LOW,NONE,LOW,HIGH,HIGH,HIGH
CVE-2018-2649,2018-01-18T02:29Z,2018-01-25T14:36Z,oracle,flexcube_universal_banking,NETWORK,LOW,NONE,LOW,NONE,HIGH,HIGH
CVE-2018-2650,2018-01-18T02:29Z,2018-01-24T21:05Z,oracle,hospitality_reporting_and_analytics,NETWORK,LOW,NONE,LOW,LOW,HIGH,NONE
CVE-2018-2651,2018-01-18T02:29Z,2018-01-19T15:43Z,oracle,peoplesoft_enterprise_peopletools,NETWORK,LOW,NONE,NONE,HIGH,NONE,NONE
CVE-2018-2652,2018-01-18T02:29Z,2018-01-19T15:43Z,oracle,peoplesoft_enterprise_peopletools,NETWORK,LOW,NONE,NONE,HIGH,NONE,NONE
CVE-2018-2653,2018-01-18T02:29Z,2018-01-19T15:44Z,oracle,peoplesoft_enterprise_peopletools,NETWORK,LOW,NONE,NONE,LOW,NONE,NONE
CVE-2018-2654,2018-01-18T02:29Z,2018-01-19T15:45Z,oracle,peoplesoft_enterprise_human_capital_management_human_resources,NETWORK,LOW,REQUIRED,NONE,LOW,LOW,NONE
CVE-2018-2655,2018-01-18T02:29Z,2018-01-25T13:56Z,oracle,work_in_process,NETWORK,LOW,NONE,NONE,HIGH,HIGH,NONE
CVE-2018-2656,2018-01-18T02:29Z,2018-01-25T14:09Z,oracle,e-business_suite,NETWORK,LOW,NONE,NONE,HIGH,HIGH,NONE
CVE-2018-2657,2018-01-18T02:29Z,2018-06-09T01:29Z,oracle,jdk,NETWORK,LOW,NONE,NONE,NONE,NONE,LOW
CVE-2018-2658,2018-01-18T02:29Z,2018-01-26T13:35Z,oracle,jd_edwards_enterpriseone_tools,NETWORK,LOW,REQUIRED,NONE,LOW,LOW,NONE
CVE-2018-2659,2018-01-18T02:29Z,2018-01-25T14:55Z,oracle,jd_edwards_enterpriseone_tools,NETWORK,LOW,REQUIRED,NONE,LOW,LOW,NONE
CVE-2018-2660,2018-01-18T02:29Z,2018-01-31T15:11Z,oracle,financial_services_analytical_applications_infrastructure,NETWORK,LOW,NONE,LOW,LOW,LOW,LOW
CVE-2018-2661,2018-01-18T02:29Z,2018-01-31T15:11Z,oracle,financial_services_analytical_applications_infrastructure,NETWORK,LOW,REQUIRED,NONE,LOW,LOW,NONE
CVE-2018-2662,2018-01-18T02:29Z,2018-01-26T13:35Z,oracle,transportation_management,NETWORK,LOW,NONE,LOW,LOW,LOW,NONE
CVE-2018-2663,2018-01-18T02:29Z,2018-06-09T01:29Z,oracle,jdk,NETWORK,LOW,REQUIRED,NONE,NONE,NONE,LOW
CVE-2018-2664,2018-01-18T02:29Z,2018-01-26T13:36Z,,,NETWORK,HIGH,NONE,NONE,HIGH,HIGH,HIGH
CVE-2018-2665,2018-01-18T02:29Z,2018-08-17T10:29Z,oracle,mysql,NETWORK,LOW,NONE,LOW,NONE,NONE,HIGH
CVE-2018-2666,2018-01-18T02:29Z,2018-01-24T21:05Z,oracle,hospitality_labor_management,NETWORK,LOW,NONE,LOW,HIGH,HIGH,NONE
CVE-2018-2667,2018-01-18T02:29Z,2018-03-28T01:29Z,oracle,mysql,NETWORK,LOW,NONE,HIGH,NONE,NONE,HIGH
CVE-2018-2668,2018-01-18T02:29Z,2018-08-17T10:29Z,oracle,mysql,NETWORK,LOW,NONE,LOW,NONE,NONE,HIGH
CVE-2018-2669,2018-01-18T02:29Z,2018-01-26T13:36Z,oracle,hospitality_reporting_and_analytics,NETWORK,LOW,REQUIRED,NONE,LOW,LOW,NONE
CVE-2018-2670,2018-01-18T02:29Z,2018-01-30T19:44Z,oracle,financial_services_profitability_management,NETWORK,LOW,REQUIRED,NONE,LOW,LOW,NONE
CVE-2018-2671,2018-01-18T02:29Z,2018-01-19T15:36Z,oracle,peoplesoft_enterprise_scm_purchasing,NETWORK,LOW,NONE,LOW,HIGH,NONE,NONE
CVE-2018-2672,2018-01-18T02:29Z,2018-01-26T13:36Z,oracle,hospitality_simphony,NETWORK,LOW,NONE,NONE,HIGH,NONE,NONE
CVE-2018-2673,2018-01-18T02:29Z,2018-01-26T13:36Z,oracle,hospitality_simphony,NETWORK,HIGH,NONE,NONE,HIGH,NONE,NONE
CVE-2018-2674,2018-01-18T02:29Z,2018-01-25T14:44Z,oracle,flexcube_direct_banking,NETWORK,LOW,REQUIRED,NONE,LOW,LOW,NONE
CVE-2018-2675,2018-01-18T02:29Z,2018-02-14T14:56Z,oracle,java_advanced_management_console,NETWORK,HIGH,NONE,NONE,LOW,NONE,NONE
CVE-2018-2676,2018-01-18T02:29Z,2018-01-26T13:36Z,oracle,vm_virtualbox,LOCAL,LOW,NONE,HIGH,HIGH,HIGH,HIGH
CVE-2018-2677,2018-01-18T02:29Z,2018-06-09T01:29Z,oracle,jdk,NETWORK,LOW,REQUIRED,NONE,NONE,NONE,LOW
CVE-2018-2678,2018-01-18T02:29Z,2018-06-09T01:29Z,oracle,jdk,NETWORK,LOW,REQUIRED,NONE,NONE,NONE,LOW
CVE-2018-2679,2018-01-18T02:29Z,2018-01-30T19:44Z,oracle,financial_services_profitability_management,NETWORK,LOW,NONE,LOW,HIGH,HIGH,NONE
CVE-2018-2680,2018-01-18T02:29Z,2018-01-25T14:05Z,oracle,database_server,NETWORK,HIGH,REQUIRED,NONE,HIGH,HIGH,HIGH
CVE-2018-2681,2018-01-18T02:29Z,2018-01-19T15:32Z,oracle,peoplesoft_enterprise_human_capital_management_human_resources,NETWORK,LOW,NONE,LOW,LOW,LOW,NONE
CVE-2018-2682,2018-01-18T02:29Z,2018-01-30T19:25Z,oracle,financial_services_liquidity_risk_management,NETWORK,LOW,REQUIRED,NONE,LOW,LOW,NONE
CVE-2018-2683,2018-01-18T02:29Z,2018-01-26T13:36Z,oracle,hospitality_simphony,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH
CVE-2018-2684,2018-01-18T02:29Z,2018-01-25T14:07Z,oracle,e-business_suite,NETWORK,LOW,NONE,HIGH,HIGH,NONE,NONE
CVE-2018-2685,2018-01-18T02:29Z,2018-01-26T13:36Z,oracle,vm_virtualbox,LOCAL,LOW,REQUIRED,NONE,HIGH,HIGH,HIGH
CVE-2018-2686,2018-01-18T02:29Z,2018-01-26T13:37Z,oracle,vm_virtualbox,LOCAL,LOW,REQUIRED,NONE,HIGH,HIGH,HIGH
CVE-2018-2687,2018-01-18T02:29Z,2018-01-26T14:21Z,oracle,vm_virtualbox,LOCAL,LOW,REQUIRED,NONE,HIGH,HIGH,HIGH
CVE-2018-2688,2018-01-18T02:29Z,2018-01-26T14:21Z,oracle,vm_virtualbox,LOCAL,LOW,REQUIRED,NONE,HIGH,HIGH,HIGH
CVE-2018-2689,2018-01-18T02:29Z,2018-01-25T14:20Z,oracle,vm_virtualbox,LOCAL,LOW,REQUIRED,NONE,HIGH,HIGH,HIGH
CVE-2018-2690,2018-01-18T02:29Z,2018-01-25T14:20Z,oracle,vm_virtualbox,LOCAL,LOW,REQUIRED,NONE,HIGH,HIGH,HIGH
CVE-2018-2691,2018-01-18T02:29Z,2018-01-25T14:11Z,oracle,user_management,NETWORK,LOW,NONE,LOW,LOW,LOW,NONE
CVE-2018-2692,2018-01-18T02:29Z,2018-01-26T14:24Z,oracle,financial_services_asset_liability_management,NETWORK,LOW,REQUIRED,NONE,LOW,LOW,NONE
CVE-2018-2693,2018-01-18T02:29Z,2018-01-25T14:19Z,oracle,vm_virtualbox,LOCAL,LOW,REQUIRED,LOW,HIGH,HIGH,HIGH
CVE-2018-2694,2018-01-18T02:29Z,2018-01-25T14:18Z,oracle,vm_virtualbox,LOCAL,LOW,NONE,LOW,HIGH,HIGH,HIGH
CVE-2018-2695,2018-01-18T02:29Z,2018-01-19T15:54Z,oracle,peoplesoft_enterprise_peopletools,NETWORK,LOW,NONE,LOW,HIGH,NONE,NONE
CVE-2018-2696,2018-01-18T02:29Z,2018-03-28T01:29Z,oracle,mysql,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH
CVE-2018-2697,2018-01-18T02:29Z,2018-01-26T14:24Z,oracle,hospitality_cruise_fleet_management,NETWORK,LOW,NONE,NONE,HIGH,HIGH,NONE
CVE-2018-2698,2018-01-18T02:29Z,2018-01-27T02:29Z,oracle,vm_virtualbox,LOCAL,LOW,NONE,LOW,HIGH,HIGH,HIGH
CVE-2018-2699,2018-01-18T02:29Z,2018-01-26T14:08Z,oracle,application_express,NETWORK,LOW,REQUIRED,NONE,LOW,LOW,NONE
CVE-2018-2700,2018-01-18T02:29Z,2018-01-26T14:18Z,oracle,hospitality_cruise_fleet_management,NETWORK,LOW,NONE,NONE,HIGH,NONE,NONE
CVE-2018-2701,2018-01-18T02:29Z,2018-01-26T14:20Z,oracle,hospitality_cruise_fleet_management,NETWORK,LOW,REQUIRED,LOW,HIGH,LOW,NONE
CVE-2018-2702,2018-01-18T02:29Z,2018-01-19T16:02Z,oracle,peoplesoft_enterprise_scm_strategic_sourcing,NETWORK,LOW,NONE,LOW,HIGH,NONE,NONE
CVE-2018-2703,2018-01-18T02:29Z,2018-03-28T01:29Z,oracle,mysql,NETWORK,LOW,NONE,LOW,NONE,NONE,HIGH
CVE-2018-2704,2018-01-18T02:29Z,2018-01-19T16:28Z,oracle,banking_payments,NETWORK,LOW,NONE,LOW,NONE,HIGH,HIGH
CVE-2018-2705,2018-01-18T02:29Z,2018-01-19T16:28Z,oracle,banking_payments,NETWORK,LOW,NONE,LOW,HIGH,HIGH,HIGH
CVE-2018-2706,2018-01-18T02:29Z,2018-01-19T16:28Z,oracle,banking_corporate_lending,NETWORK,LOW,NONE,LOW,HIGH,HIGH,HIGH
CVE-2018-2707,2018-01-18T02:29Z,2018-01-20T02:29Z,oracle,banking_corporate_lending,NETWORK,LOW,NONE,LOW,NONE,HIGH,HIGH
CVE-2018-2708,2018-01-18T02:29Z,2018-01-19T16:29Z,oracle,banking_payments,NETWORK,HIGH,NONE,LOW,HIGH,NONE,NONE
CVE-2018-2709,2018-01-18T02:29Z,2018-01-20T02:29Z,oracle,banking_corporate_lending,NETWORK,HIGH,NONE,LOW,HIGH,NONE,NONE
CVE-2018-2710,2018-01-18T02:29Z,2018-01-26T14:20Z,oracle,solaris,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH
CVE-2018-2711,2018-01-18T02:29Z,2018-01-24T21:12Z,oracle,jdeveloper,NETWORK,LOW,REQUIRED,NONE,HIGH,LOW,NONE
CVE-2018-2712,2018-01-18T02:29Z,2018-01-30T19:25Z,oracle,financial_services_loan_loss_forecasting_and_provisioning,NETWORK,LOW,REQUIRED,NONE,LOW,LOW,NONE
CVE-2018-2713,2018-01-18T02:29Z,2018-01-24T21:12Z,oracle,webcenter_portal,NETWORK,LOW,REQUIRED,NONE,LOW,HIGH,NONE
CVE-2018-2714,2018-01-18T02:29Z,2018-01-30T19:25Z,oracle,financial_services_market_risk,NETWORK,LOW,REQUIRED,NONE,LOW,LOW,NONE
CVE-2018-2715,2018-01-18T02:29Z,2018-01-24T21:12Z,oracle,business_intelligence,NETWORK,LOW,NONE,LOW,HIGH,NONE,NONE
CVE-2018-2716,2018-01-18T02:29Z,2018-01-19T16:29Z,oracle,financial_services_market_risk_measurement_and_management,NETWORK,LOW,REQUIRED,NONE,LOW,LOW,NONE
CVE-2018-2717,2018-01-18T02:29Z,2018-01-25T16:50Z,oracle,solaris,LOCAL,LOW,REQUIRED,LOW,HIGH,HIGH,NONE
CVE-2018-2718,2018-04-19T02:29Z,2018-04-25T16:38Z,oracle,solaris,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH
CVE-2018-2719,2018-01-18T02:29Z,2018-01-30T19:26Z,oracle,financial_services_hedge_management_and_ifrs_valuations,NETWORK,LOW,REQUIRED,NONE,LOW,LOW,NONE
CVE-2018-2720,2018-01-18T02:29Z,2018-01-30T19:26Z,oracle,financial_services_liquidity_risk_management,NETWORK,LOW,NONE,LOW,HIGH,HIGH,NONE
CVE-2018-2721,2018-01-18T02:29Z,2018-01-19T16:32Z,oracle,financial_services_price_creation_and_discovery,NETWORK,LOW,NONE,LOW,HIGH,HIGH,NONE
CVE-2018-2722,2018-01-18T02:29Z,2018-01-19T16:32Z,oracle,financial_services_price_creation_and_discovery,NETWORK,LOW,REQUIRED,NONE,LOW,LOW,NONE
CVE-2018-2723,2018-01-18T02:29Z,2018-01-25T16:44Z,oracle,financial_services_asset_liability_management,NETWORK,LOW,NONE,LOW,HIGH,HIGH,NONE
CVE-2018-2724,2018-01-18T02:29Z,2018-01-30T19:26Z,oracle,financial_services_loan_loss_forecasting_and_provisioning,NETWORK,LOW,NONE,LOW,HIGH,HIGH,NONE
CVE-2018-2725,2018-01-18T02:29Z,2018-01-30T19:26Z,oracle,financial_services_hedge_management_and_ifrs_valuations,NETWORK,LOW,NONE,LOW,HIGH,HIGH,NONE
CVE-2018-2726,2018-01-18T02:29Z,2018-01-19T14:43Z,,,NETWORK,LOW,NONE,LOW,HIGH,HIGH,NONE
CVE-2018-2727,2018-01-18T02:29Z,2018-01-25T16:45Z,oracle,financial_services_market_risk_measurement_and_management,NETWORK,LOW,NONE,LOW,HIGH,HIGH,NONE
CVE-2018-2728,2018-01-18T02:29Z,2018-01-26T14:24Z,oracle,financial_services_funds_transfer_pricing,NETWORK,LOW,REQUIRED,NONE,LOW,LOW,NONE
CVE-2018-2729,2018-01-18T02:29Z,2018-01-26T14:26Z,oracle,financial_services_funds_transfer_pricing,NETWORK,LOW,NONE,LOW,HIGH,HIGH,NONE
CVE-2018-2730,2018-01-18T02:29Z,2018-01-19T16:33Z,oracle,retail_merchandising_system,NETWORK,LOW,NONE,LOW,LOW,LOW,NONE
CVE-2018-2731,2018-01-18T02:29Z,2018-01-19T16:33Z,oracle,peoplesoft_enterprise_scm_eprocurement,NETWORK,LOW,NONE,LOW,LOW,LOW,NONE
CVE-2018-2732,2018-01-18T02:29Z,2018-01-25T16:45Z,oracle,financial_services_analytical_applications_reconciliation_framework,NETWORK,LOW,REQUIRED,NONE,LOW,LOW,NONE
CVE-2018-2733,2018-01-18T02:29Z,2018-01-19T16:33Z,oracle,hyperion_planning,NETWORK,HIGH,REQUIRED,HIGH,HIGH,HIGH,HIGH
CVE-2018-2737,2018-04-19T02:29Z,2018-04-25T16:37Z,oracle,retail_returns_management,NETWORK,LOW,NONE,NONE,LOW,LOW,NONE
CVE-2018-2738,2018-04-19T02:29Z,2018-04-25T16:35Z,oracle,retail_central_office,NETWORK,LOW,NONE,NONE,LOW,LOW,NONE
CVE-2018-2739,2018-04-19T02:29Z,2018-04-25T16:34Z,oracle,access_manager,NETWORK,LOW,REQUIRED,NONE,HIGH,HIGH,NONE
CVE-2018-2742,2018-04-19T02:29Z,2018-04-25T16:34Z,oracle,enterprise_manager_ops_center,NETWORK,LOW,NONE,NONE,LOW,LOW,LOW
CVE-2018-2746,2018-04-19T02:29Z,2018-04-25T16:33Z,oracle,banking_corporate_lending,NETWORK,LOW,NONE,LOW,HIGH,LOW,NONE
CVE-2018-2747,2018-04-19T02:29Z,2018-04-25T16:33Z,oracle,banking_corporate_lending,NETWORK,LOW,NONE,LOW,HIGH,NONE,NONE
CVE-2018-2748,2018-04-19T02:29Z,2018-04-25T16:31Z,oracle,banking_corporate_lending,NETWORK,LOW,REQUIRED,NONE,LOW,LOW,NONE
CVE-2018-2749,2018-04-19T02:29Z,2018-04-25T16:30Z,oracle,banking_corporate_lending,NETWORK,LOW,REQUIRED,LOW,LOW,LOW,NONE
CVE-2018-2750,2018-04-19T02:29Z,2018-04-25T16:29Z,oracle,enterprise_manager_base_platform,NETWORK,LOW,REQUIRED,NONE,LOW,LOW,LOW
CVE-2018-2752,2018-04-19T02:29Z,2018-04-25T16:29Z,oracle,peoplesoft_enterprise_human_capital_management,NETWORK,LOW,REQUIRED,LOW,LOW,LOW,NONE
CVE-2018-2753,2018-04-19T02:29Z,2018-04-25T16:25Z,oracle,solaris,LOCAL,HIGH,REQUIRED,LOW,HIGH,HIGH,NONE
CVE-2018-2754,2018-04-19T02:29Z,2018-04-25T16:23Z,oracle,solaris,LOCAL,LOW,NONE,NONE,NONE,HIGH,HIGH
CVE-2018-2755,2018-04-19T02:29Z,2018-08-17T10:29Z,oracle,mysql,LOCAL,HIGH,REQUIRED,NONE,HIGH,HIGH,HIGH
CVE-2018-2756,2018-04-19T02:29Z,2018-04-25T16:17Z,oracle,communications_order_and_service_management,NETWORK,LOW,REQUIRED,LOW,HIGH,LOW,NONE
CVE-2018-2758,2018-04-19T02:29Z,2018-05-02T01:29Z,oracle,mysql,NETWORK,LOW,NONE,LOW,NONE,NONE,HIGH
CVE-2018-2759,2018-04-19T02:29Z,2018-05-02T01:29Z,oracle,mysql,NETWORK,LOW,NONE,HIGH,NONE,NONE,HIGH
CVE-2018-2760,2018-04-19T02:29Z,2018-04-25T16:12Z,oracle,http_server,NETWORK,HIGH,NONE,NONE,HIGH,NONE,NONE
CVE-2018-2761,2018-04-19T02:29Z,2018-08-17T10:29Z,oracle,mysql,NETWORK,HIGH,NONE,NONE,NONE,NONE,HIGH
CVE-2018-2762,2018-04-19T02:29Z,2018-05-02T01:29Z,oracle,mysql,LOCAL,LOW,NONE,HIGH,NONE,NONE,HIGH
CVE-2018-2763,2018-04-19T02:29Z,2018-04-25T17:29Z,oracle,solaris,LOCAL,LOW,NONE,LOW,NONE,LOW,NONE
CVE-2018-2764,2018-04-19T02:29Z,2018-04-25T17:29Z,oracle,solaris,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH
CVE-2018-2765,2018-04-19T02:29Z,2018-04-27T01:29Z,oracle,security_service,NETWORK,LOW,NONE,NONE,HIGH,NONE,NONE
CVE-2018-2766,2018-04-19T02:29Z,2018-07-01T01:29Z,oracle,mysql,NETWORK,LOW,NONE,HIGH,NONE,NONE,HIGH
CVE-2018-2767,2018-07-18T13:29Z,2018-08-17T10:29Z,oracle,mysql,NETWORK,HIGH,NONE,LOW,LOW,NONE,NONE
CVE-2018-2768,2018-04-19T02:29Z,2018-04-25T17:25Z,oracle,outside_in_technology,NETWORK,LOW,REQUIRED,NONE,HIGH,NONE,LOW
CVE-2018-2769,2018-04-19T02:29Z,2018-05-02T01:29Z,oracle,mysql,NETWORK,LOW,NONE,HIGH,NONE,NONE,HIGH
CVE-2018-2770,2018-04-19T02:29Z,2018-04-25T17:24Z,oracle,adaptive_access_manager,NETWORK,LOW,REQUIRED,LOW,HIGH,LOW,NONE
CVE-2018-2771,2018-04-19T02:29Z,2018-08-17T10:29Z,oracle,mysql,NETWORK,HIGH,NONE,HIGH,NONE,NONE,HIGH
CVE-2018-2772,2018-04-19T02:29Z,2018-04-25T16:02Z,oracle,peoplesoft_enterprise_peopletools,NETWORK,LOW,NONE,LOW,HIGH,HIGH,HIGH
CVE-2018-2773,2018-04-19T02:29Z,2018-05-02T01:29Z,oracle,mysql,LOCAL,HIGH,NONE,HIGH,NONE,NONE,HIGH
CVE-2018-2774,2018-04-19T02:29Z,2018-04-27T14:15Z,oracle,peoplesoft_enterprise_peopletools,NETWORK,LOW,NONE,NONE,LOW,LOW,LOW
CVE-2018-2775,2018-04-19T02:29Z,2018-05-02T01:29Z,oracle,mysql,NETWORK,LOW,NONE,LOW,NONE,NONE,HIGH
CVE-2018-2776,2018-04-19T02:29Z,2018-05-02T01:29Z,oracle,mysql,NETWORK,LOW,NONE,HIGH,NONE,NONE,HIGH
CVE-2018-2777,2018-04-19T02:29Z,2018-05-02T01:29Z,oracle,mysql,NETWORK,LOW,NONE,HIGH,NONE,NONE,HIGH
CVE-2018-2778,2018-04-19T02:29Z,2018-05-02T01:29Z,oracle,mysql,NETWORK,LOW,NONE,HIGH,NONE,NONE,HIGH
CVE-2018-2779,2018-04-19T02:29Z,2018-05-02T01:29Z,oracle,mysql,NETWORK,LOW,NONE,HIGH,NONE,NONE,HIGH
CVE-2018-2780,2018-04-19T02:29Z,2018-05-02T01:29Z,oracle,mysql,NETWORK,LOW,NONE,LOW,NONE,NONE,HIGH
CVE-2018-2781,2018-04-19T02:29Z,2018-08-17T10:29Z,oracle,mysql,NETWORK,LOW,NONE,HIGH,NONE,NONE,HIGH
CVE-2018-2782,2018-04-19T02:29Z,2018-07-01T01:29Z,oracle,mysql,NETWORK,LOW,NONE,LOW,NONE,NONE,HIGH
CVE-2018-2783,2018-04-19T02:29Z,2018-08-03T01:29Z,oracle,jdk,NETWORK,HIGH,NONE,NONE,HIGH,HIGH,NONE
CVE-2018-2784,2018-04-19T02:29Z,2018-07-01T01:29Z,oracle,mysql,NETWORK,LOW,NONE,LOW,NONE,NONE,HIGH
CVE-2018-2785,2018-04-19T02:29Z,2018-04-27T14:15Z,oracle,peoplesoft_enterprise_peopletools,NETWORK,LOW,REQUIRED,NONE,NONE,LOW,NONE
CVE-2018-2786,2018-04-19T02:29Z,2018-05-02T01:29Z,oracle,mysql,NETWORK,LOW,NONE,HIGH,NONE,LOW,HIGH
CVE-2018-2787,2018-04-19T02:29Z,2018-07-01T01:29Z,oracle,mysql,NETWORK,LOW,NONE,HIGH,NONE,LOW,HIGH
CVE-2018-2788,2018-04-19T02:29Z,2018-04-27T14:15Z,oracle,peoplesoft_enterprise_peopletools,NETWORK,LOW,REQUIRED,NONE,LOW,LOW,NONE
CVE-2018-2789,2018-04-19T02:29Z,2018-04-27T14:16Z,oracle,siebel_core-server_framework,NETWORK,LOW,NONE,LOW,LOW,NONE,NONE
CVE-2018-2790,2018-04-19T02:29Z,2018-08-03T01:29Z,oracle,jdk,NETWORK,HIGH,REQUIRED,NONE,NONE,LOW,NONE
CVE-2018-2791,2018-04-19T02:29Z,2018-05-28T01:29Z,oracle,webcenter_sites,NETWORK,LOW,REQUIRED,NONE,HIGH,LOW,NONE
CVE-2018-2792,2018-04-19T02:29Z,2018-04-27T14:17Z,,,NETWORK,LOW,NONE,HIGH,LOW,LOW,NONE
CVE-2018-2793,2018-04-19T02:29Z,2018-04-25T17:24Z,oracle,peoplesoft_enterprise_pt_peopletools,LOCAL,LOW,NONE,NONE,HIGH,NONE,NONE
CVE-2018-2794,2018-04-19T02:29Z,2018-08-03T01:29Z,oracle,jdk,LOCAL,HIGH,REQUIRED,NONE,HIGH,HIGH,HIGH
CVE-2018-2795,2018-04-19T02:29Z,2018-08-03T01:29Z,oracle,jdk,NETWORK,LOW,NONE,NONE,NONE,NONE,LOW
CVE-2018-2796,2018-04-19T02:29Z,2018-08-03T01:29Z,oracle,jdk,NETWORK,LOW,NONE,NONE,NONE,NONE,LOW
CVE-2018-2797,2018-04-19T02:29Z,2018-08-03T01:29Z,oracle,jdk,NETWORK,LOW,NONE,NONE,NONE,NONE,LOW
CVE-2018-2798,2018-04-19T02:29Z,2018-08-03T01:29Z,oracle,jdk,NETWORK,LOW,NONE,NONE,NONE,NONE,LOW
CVE-2018-2799,2018-04-19T02:29Z,2018-08-03T01:29Z,oracle,jdk,NETWORK,LOW,NONE,NONE,NONE,NONE,LOW
CVE-2018-2800,2018-04-19T02:29Z,2018-08-03T01:29Z,oracle,jdk,NETWORK,HIGH,REQUIRED,NONE,LOW,LOW,NONE
CVE-2018-2801,2018-04-19T02:29Z,2018-04-25T17:24Z,oracle,outside_in_technology,NETWORK,LOW,REQUIRED,NONE,HIGH,NONE,LOW
CVE-2018-2802,2018-04-19T02:29Z,2018-04-25T17:23Z,oracle,hospitality_simphony,NETWORK,LOW,NONE,LOW,LOW,LOW,NONE
CVE-2018-2803,2018-04-19T02:29Z,2018-05-02T13:24Z,oracle,hospitality_reporting_and_analytics,NETWORK,LOW,NONE,LOW,HIGH,HIGH,NONE
CVE-2018-2804,2018-04-19T02:29Z,2018-05-02T14:09Z,oracle,e-business_suite,NETWORK,HIGH,NONE,NONE,HIGH,HIGH,NONE
CVE-2018-2805,2018-04-19T02:29Z,2018-04-27T13:20Z,oracle,mysql,NETWORK,LOW,NONE,LOW,NONE,NONE,HIGH
CVE-2018-2806,2018-04-19T02:29Z,2018-04-25T17:23Z,oracle,outside_in_technology,NETWORK,LOW,REQUIRED,NONE,HIGH,NONE,LOW
